Gene,PA1,PA2,PA3,PA4,PA5,HC06,HC07,HC1,HC15,HC23
GAS2,0,0,24,2,1,0,3,1,3,1
SVIP,216,242,476,104,147,122,145,142,177,206
CCDC179,0,0,0,0,0,0,0,0,0,0
LUZP2,0,0,0,0,0,0,0,0,0,0
ANO3,0,0,0,0,0,0,0,0,0,0
MUC15,0,0,0,0,0,0,0,0,0,0
SLC5A12,0,0,0,0,0,0,0,0,0,0
FIBIN,0,0,0,0,0,0,0,0,0,1
BBOX1,0,0,0,0,0,0,0,0,0,0
CCDC34,0,0,0,2,0,1,0,0,3,5
LGR4,6,0,0,2,5,6,1,1,0,5
LIN7C,340,528,771,146,144,180,150,157,172,251
BDNF,0,0,0,0,2,0,0,0,0,1
KIF18A,14,0,0,2,4,4,0,3,2,0
METTL15,88,10,137,49,75,62,67,31,60,75
KCNA4,0,0,0,0,0,0,0,0,0,0
FSHB,0,0,0,0,0,0,0,0,0,0
ARL14EP,21,47,108,11,33,27,20,23,65,56
MPPED2,2,4,2,4,7,1,6,1,4,2
DCDC1,0,0,0,0,0,0,0,0,0,0
DNAJC24,3,1,3,8,13,14,10,13,10,30
IMMP1L,11,5,4,1,4,3,1,2,4,5
ELP4,37,49,38,26,44,46,31,33,25,63
PAX6,2,18,11,3,10,11,7,2,5,6
RCN1,28,7,35,39,59,53,21,24,30,51
WT1,0,0,0,0,0,0,0,0,0,0
EIF3M,352,453,817,181,358,330,301,177,300,375
CCDC73,15,1,34,13,18,11,14,15,28,19
PRRG4,1129,379,2254,4133,5739,5936,4388,4996,5946,2409
QSER1,10,0,0,40,133,67,38,37,11,52
DEPDC7,14,4,15,2,15,5,16,6,8,6
TCP11L1,137,138,53,72,308,108,236,72,162,185
CSTF3,81,134,113,99,116,89,85,76,102,81
HIPK3,7102,5697,10082,14141,16457,15176,12521,12711,8183,14958
KIAA1549L,0,0,2,1,0,0,0,0,0,0
C11orf91,0,0,9,3,6,2,0,0,4,6
CD59,3401,4277,6463,2844,3677,3060,3868,2918,3557,3862
FBXO3,445,312,542,382,348,376,293,311,289,392
LMO2,1897,826,961,2680,2448,3527,3146,3169,3995,2944
CAPRIN1,839,1219,901,2165,3030,3325,2978,3435,2335,3543
NAT10,32,2,30,23,42,32,32,35,23,60
ABTB2,80,182,93,236,398,528,569,496,178,576
CAT,6816,9863,18526,6006,14541,20061,22731,17703,8477,20514
ELF5,11,0,0,1,4,0,6,1,0,2
EHF,0,0,0,0,0,0,0,0,0,2
APIP,127,83,145,98,132,148,108,116,121,130
PDHX,39,164,94,44,70,63,44,41,29,90
CD44,2823,4025,3676,11700,8181,7076,9982,8735,8485,5362
SLC1A2,1,0,2,2,4,2,2,0,4,1
PAMR1,0,0,0,0,0,0,0,0,0,0
FJX1,0,0,0,0,0,0,0,0,0,0
TRIM44,102,199,96,115,227,226,130,132,113,258
LDLRAD3,20,0,10,6,10,11,3,1,3,10
COMMD9,363,131,413,143,287,466,266,236,227,430
PRR5L,352,409,296,499,1172,1013,695,638,904,816
TRAF6,1078,784,1581,1229,1498,1412,1299,1300,1091,1548
RAG1,0,0,0,1,5,6,1,0,3,5
RAG2,0,0,0,0,0,0,0,0,0,0
LRRC4C,0,0,0,0,0,0,0,0,0,0
API5,291,280,494,294,570,641,594,426,488,720
TTC17,1006,375,1217,1482,1774,1962,1623,1770,1150,2401
HSD17B12,302,363,164,379,433,899,802,743,437,302
ALKBH3,72,141,42,24,33,32,19,32,36,51
C11orf96,0,0,0,1,0,1,0,1,0,0
ACCSL,9,5,14,0,1,0,0,0,0,0
ACCS,298,167,85,48,94,107,78,105,82,127
EXT2,112,103,143,95,136,173,125,130,81,191
ALX4,0,0,0,0,0,0,0,0,0,0
CD82,4622,8020,5071,5665,4962,7859,8446,8153,8562,9120
TSPAN18,27,0,23,57,161,123,135,113,96,123
TP53I11,621,1433,470,6968,4525,7301,12715,8902,6714,4306
PRDM11,0,4,0,10,21,20,12,19,7,16
SYT13,0,0,0,0,0,0,0,0,0,0
CHST1,0,0,0,1,6,0,0,2,2,2
SLC35C1,74,36,63,152,228,263,209,229,196,291
CRY2,127,133,70,267,336,398,339,395,280,492
MAPK8IP1,0,0,0,17,16,9,9,54,13,9
PEX16,1154,1577,952,514,626,882,752,722,906,940
PHF21A,3826,2543,2408,11882,11392,11486,14064,9998,7441,9526
CREB3L1,0,0,0,1,2,0,0,0,0,0
DGKZ,681,1529,476,4936,5045,7332,6920,7235,7583,8082
MDK,145,0,41,70,141,56,74,57,121,97
CHRM4,0,0,0,10,13,16,33,17,13,22
AMBRA1,134,254,95,356,463,548,417,570,315,585
HARBI1,65,191,117,58,54,58,58,63,61,73
ATG13,1739,2009,1340,2680,3416,4501,4014,4304,3441,4773
ARHGAP1,4822,8296,4251,4030,4069,5591,5410,6138,6336,5108
ZNF408,126,126,152,255,330,510,357,483,563,516
F2,0,0,0,4,4,4,3,0,3,8
CKAP5,57,1,6,56,110,99,83,90,44,130
LRP4,0,0,0,0,0,0,0,0,0,0
ARFGAP2,1075,1490,992,1236,1410,1906,1508,1825,1246,1915
PACSIN3,0,0,0,0,0,0,0,0,1,0
DDB2,160,0,108,87,148,158,129,125,149,235
ACP2,32,5,0,71,98,144,85,90,42,168
NR1H3,84,51,39,37,65,53,55,43,69,108
MADD,201,540,255,426,736,1016,693,632,390,986
MYBPC3,607,876,329,922,1241,1097,964,1249,1488,1063
SPI1,1850,3890,4829,57844,63936,91348,101024,87688,134545,93935
SLC39A13,274,105,58,381,329,367,340,502,438,451
PSMC3,489,638,491,133,209,287,192,206,178,382
RAPSN,63,57,29,61,53,58,56,55,109,45
CELF1,3799,1792,1971,3392,3661,3269,2378,3512,3027,4173
PTPMT1,53,167,80,24,33,54,46,34,50,98
KBTBD4,174,206,172,223,253,326,246,285,136,304
NDUFS3,393,450,543,171,210,241,197,232,261,319
FAM180B,0,0,0,0,1,0,2,0,1,1
C1QTNF4,0,0,0,0,2,6,3,2,4,4
MTCH2,90,151,185,52,109,93,74,70,68,142
AGBL2,55,1,0,13,15,7,13,10,9,14
FNBP4,405,246,312,805,1251,1185,893,1089,714,1306
NUP160,470,54,236,316,366,433,350,377,269,478
PTPRJ,4557,4035,3224,20099,22995,22549,23872,21797,16544,17278
OR4B1,0,0,0,0,0,0,0,0,0,0
OR4X2,0,0,0,0,0,1,1,0,0,0
OR4X1,0,0,0,0,0,1,0,0,0,0
OR4S1,0,0,0,0,0,0,0,0,0,0
OR4C3,0,0,0,0,0,0,0,0,0,0
OR4A47,0,0,0,0,0,2,0,0,0,1
TRIM49B,0,0,0,0,0,0,0,0,0,0
TRIM64C,0,0,0,0,0,0,0,0,0,0
FOLH1,0,0,0,0,0,0,0,0,0,0
OR4C13,0,0,0,0,0,0,0,0,0,0
OR4C12,0,0,0,0,0,0,0,0,0,0
OR4C45,0,0,0,0,0,0,0,0,0,0
OR4C46,0,0,0,0,0,0,0,0,0,0
OR4A5,0,0,0,0,0,0,0,0,0,0
TRIM48,0,0,0,0,0,0,0,0,0,0
OR4A16,0,0,0,0,0,0,0,0,0,0
OR4A15,0,0,0,0,0,0,0,0,0,0
OR4C15,0,0,0,0,0,0,0,0,0,0
OR4C16,0,0,0,0,0,0,0,0,0,0
OR4C11,0,0,0,0,0,0,0,0,0,0
OR4P4,0,0,0,0,0,0,0,0,0,0
OR4S2,0,0,0,0,0,0,0,0,0,0
OR4C6,0,0,0,0,0,0,0,0,0,0
OR5D13,0,0,0,0,0,0,0,0,0,0
OR5D14,0,0,0,0,0,0,0,0,0,0
OR5L1,0,0,0,0,0,0,0,0,0,0
OR5D18,0,0,0,0,0,0,0,0,0,0
OR5L2,0,0,0,0,0,0,0,0,0,0
OR5D16,0,0,0,0,0,0,0,0,0,0
TRIM51,0,0,0,3,35,16,4,0,7,1
OR5W2,0,0,0,0,0,0,0,0,0,0
OR5I1,0,0,0,0,0,0,0,0,0,0
OR10AG1,0,0,0,0,0,0,0,0,0,0
OR5F1,0,0,0,0,0,0,0,0,0,0
OR5AS1,0,0,0,0,0,0,0,0,0,0
OR8I2,0,0,0,0,0,0,0,0,0,0
OR8H2,0,0,0,0,0,0,0,0,0,0
OR8H3,0,0,0,0,0,0,0,0,0,0
OR8J3,0,0,0,0,0,0,0,0,0,0
OR8K5,0,0,0,0,0,0,0,0,0,0
OR5J2,0,0,0,0,0,0,0,0,0,0
OR5T2,0,0,0,0,0,0,0,0,0,0
OR5T3,0,0,0,0,0,0,0,0,0,0
OR5T1,0,0,0,0,0,0,0,0,0,0
OR8H1,0,0,0,0,0,0,0,0,0,0
OR8K3,0,0,0,0,0,0,0,0,0,0
OR8K1,0,0,0,0,0,0,0,0,0,0
OR8J1,0,0,0,0,0,0,0,0,0,0
OR8U1,0,0,0,0,0,0,0,0,0,0
OR5M9,0,0,0,0,0,0,0,0,0,0
OR5M3,0,0,0,0,0,0,0,0,0,0
OR5M8,0,0,0,0,0,0,0,0,0,0
OR5M11,0,0,0,0,0,0,0,0,0,0
OR5M10,0,0,0,0,0,0,0,0,0,0
OR5M1,0,0,0,0,0,0,0,0,0,0
OR5AP2,0,0,0,0,0,0,0,0,0,0
OR5AR1,0,0,0,0,0,0,0,0,0,0
OR9G1,0,0,0,0,0,0,0,0,0,0
OR9G4,0,0,0,0,0,0,0,0,0,0
OR5AK2,0,0,0,0,0,0,0,0,0,0
LRRC55,0,0,0,0,0,0,0,0,0,0
APLNR,0,0,0,0,0,0,0,0,0,0
TNKS1BP1,0,0,0,4,11,22,18,16,15,32
SSRP1,54,62,45,58,108,112,61,51,42,140
P2RX3,0,0,0,0,0,0,0,0,0,0
PRG3,0,0,12,1,0,0,0,0,5,0
PRG2,0,17,30,4,10,5,6,9,15,11
SLC43A3,94,51,200,146,358,259,170,268,196,198
RTN4RL2,0,0,0,1,2,0,0,1,0,1
SLC43A1,0,68,0,6,23,13,7,9,8,17
TIMM10,1202,147,243,249,123,80,90,146,205,91
SMTNL1,252,64,83,355,290,146,122,323,167,101
UBE2L6,22056,11010,27140,5391,10612,6460,7356,7983,12576,4450
SERPING1,3806,1509,3924,3159,4746,2052,3636,2365,3572,1498
YPEL4,0,0,2,3,2,0,0,1,2,2
CLP1,767,751,1127,526,592,632,668,645,746,740
ZDHHC5,500,910,297,2825,3610,3814,3746,3998,2854,3690
MED19,487,237,576,96,102,195,81,128,124,146
TMX2,336,351,265,186,230,256,209,183,182,287
BTBD18,7,0,0,6,4,2,2,3,2,3
CTNND1,0,0,0,1,0,2,0,0,0,1
OR9Q1,0,0,0,0,0,0,0,0,0,0
OR6Q1,0,0,0,0,0,0,0,0,0,0
OR9I1,0,0,0,0,0,0,0,0,0,0
OR9Q2,0,0,0,0,0,0,0,0,0,0
OR1S2,0,0,0,0,0,0,0,0,0,0
OR1S1,0,0,0,0,0,0,0,0,0,0
OR10Q1,0,0,0,0,0,0,0,0,0,0
OR10W1,0,0,0,0,0,0,0,0,0,0
OR5B17,0,0,0,0,0,0,0,0,0,0
OR5B3,0,0,0,0,0,0,0,0,0,0
OR5B2,0,0,0,0,0,0,0,0,0,0
OR5B12,0,0,0,0,0,0,0,0,0,0
OR5B21,0,0,0,0,0,0,0,1,0,0
LPXN,528,516,578,425,686,747,492,654,732,657
ZFP91,652,493,388,1667,2160,1987,1925,1841,1631,2232
CNTF,1,0,3,6,3,7,7,2,0,4
GLYAT,0,0,0,0,0,0,0,0,0,0
GLYATL2,9,0,0,0,1,0,0,0,0,0
GLYATL1,1,1,0,0,0,0,0,0,1,0
FAM111B,0,0,1,2,2,3,0,1,0,0
FAM111A,1668,975,912,2453,5234,3075,2774,3387,2983,2881
DTX4,234,211,173,395,487,867,640,762,423,1295
MPEG1,3224,1623,3161,8725,10176,21490,7125,17308,7290,17863
OR5AN1,0,0,3,0,0,0,0,0,1,2
OR5A2,0,0,0,0,0,0,0,0,0,0
OR5A1,0,0,0,0,0,0,0,0,0,0
OR4D6,0,0,0,0,0,0,0,0,0,0
OR4D10,0,0,0,1,0,1,0,0,0,0
OR4D11,0,0,0,0,0,0,0,0,0,0
OR4D9,0,0,0,0,0,0,0,0,0,0
OSBP,388,384,444,847,1037,971,796,1003,741,1126
PATL1,733,383,575,5223,6721,5550,5440,5971,4983,5316
OR10V1,0,0,0,0,0,0,0,0,0,1
STX3,10998,10494,9529,18328,17810,19002,17808,20736,16489,17281
MRPL16,381,187,382,324,321,242,221,268,231,334
TCN1,276,376,709,288,436,379,242,478,270,180
OOSP2,8,13,28,0,0,0,0,1,0,0
MS4A3,11,188,591,70,318,154,46,35,108,122
MS4A2,0,49,44,28,99,132,35,5,55,7
MS4A6A,4731,3763,9491,1634,2129,1356,2558,431,991,1112
MS4A4A,48,35,0,5,4,3,0,0,1,2
MS4A6E,0,0,0,0,0,0,0,0,0,0
MS4A7,321,98,273,42,264,102,8,2,25,82
MS4A14,32,0,18,9,51,28,1,3,10,32
MS4A5,0,0,0,0,0,0,0,0,0,0
MS4A1,87,111,67,54,176,95,10,8,7,59
MS4A12,0,0,0,0,0,0,0,0,0,0
MS4A13,0,0,0,0,0,0,0,0,0,0
MS4A8,0,0,0,0,0,0,0,0,0,0
MS4A18,0,0,0,0,0,0,0,0,0,0
MS4A15,0,0,0,0,0,0,0,0,0,0
MS4A10,0,0,0,1,0,0,0,0,0,2
CCDC86,0,0,0,9,22,19,11,15,15,31
PTGDR2,47,481,333,553,882,1459,1500,1741,1391,1702
ZP1,2,1,5,1,0,1,0,0,0,0
PRPF19,5,26,28,70,148,170,126,123,67,221
TMEM109,80,359,52,61,149,172,117,133,125,279
TMEM132A,17,53,35,39,34,3,18,3,7,3
SLC15A3,1268,2893,604,5865,6342,8822,10783,8072,10316,10081
CD6,40,37,35,28,49,128,22,6,38,126
CD5,7,0,25,45,67,174,33,43,64,139
VPS37C,382,367,297,1913,1974,2491,2034,2167,2188,2690
PGA3,0,0,0,0,0,0,0,0,0,0
PGA4,0,0,0,1,0,1,0,0,0,0
PGA5,1,0,0,0,0,0,0,0,0,0
VWCE,0,0,0,2,0,3,1,1,0,2
DDB1,219,215,257,398,632,745,534,774,309,1075
TKFC,46,39,23,47,72,72,59,85,80,175
CYB561A3,316,281,376,313,619,773,532,713,917,1000
TMEM138,112,56,268,67,91,87,64,82,109,163
TMEM216,496,531,1536,358,481,585,477,484,1072,883
CPSF7,1621,1291,1441,6920,8662,9541,6639,8426,8588,11424
SDHAF2,1616,2403,2165,881,978,1433,1092,1253,1770,1543
PPP1R32,24,300,91,91,136,138,88,102,179,177
LRRC10B,0,0,0,0,0,0,0,0,0,0
SYT7,0,0,0,1,0,0,0,0,0,0
DAGLA,0,35,0,3,22,11,0,0,4,18
MYRF,1,0,0,16,15,7,12,1,3,13
TMEM258,881,1312,1550,214,241,309,262,275,477,370
FEN1,21,68,149,33,37,67,39,59,31,95
FADS1,65,27,0,23,53,40,11,6,25,36
FADS2,112,0,0,64,720,147,29,85,123,113
FADS3,30,10,51,162,68,160,144,158,180,172
RAB3IL1,0,0,3,12,2,2,2,0,4,1
BEST1,3118,3934,2180,5262,5507,5725,5115,5698,3841,5332
FTH1,481086,676123,356169,407175,395682,331837,403877,318377,510818,395980
INCENP,28,140,9,167,217,187,139,262,80,267
SCGB1D1,0,0,0,0,0,0,0,0,0,0
SCGB2A1,0,0,0,0,0,0,0,0,0,0
SCGB1D2,0,0,0,0,0,0,0,0,0,1
SCGB2A2,0,0,0,0,0,0,0,0,0,0
SCGB1D4,0,0,0,0,0,0,0,0,0,0
ASRGL1,200,719,552,97,238,188,219,214,270,247
SCGB1A1,0,0,0,0,0,0,0,0,0,0
AHNAK,113,1,57,975,2964,1917,275,322,483,1507
EEF1G,1469,1744,1703,1250,2229,3752,2851,2905,3049,4222
TUT1,80,51,78,95,130,163,120,145,110,228
MTA2,242,333,165,720,924,1167,800,1038,702,1093
EML3,516,1135,89,1800,1674,2951,2410,2852,2587,2646
ROM1,11,21,14,29,14,38,34,24,24,28
B3GAT3,216,383,156,174,259,401,360,334,462,446
GANAB,409,974,521,2129,3033,3406,2492,3048,2066,3799
INTS5,90,15,130,195,217,381,314,323,282,417
LBHD1,1,0,16,3,10,10,6,7,3,15
C11orf98,16,15,20,4,13,7,12,9,7,7
UQCC3,76,195,167,25,30,41,24,26,51,53
UBXN1,1516,2158,1418,1770,1923,1901,1775,1898,2019,2069
LRRN4CL,5,10,13,7,2,2,6,6,5,2
BSCL2,7,14,4,18,41,35,23,26,23,40
GNG3,0,25,0,2,4,1,2,2,1,3
HNRNPUL2,217,558,118,1092,1385,1441,1488,1226,1336,1824
TTC9C,259,214,389,154,167,227,212,188,302,221
ZBTB3,21,5,32,42,40,76,49,70,61,72
POLR2G,1697,1652,2318,428,519,642,451,474,588,618
TAF6L,10,20,15,29,28,61,32,39,41,63
TMEM179B,1996,3843,2706,593,751,1262,1016,1024,1606,1409
TMEM223,20,0,42,36,57,53,44,53,56,71
NXF1,1713,2332,1295,4531,4595,4725,4561,3583,3488,5700
STX5,513,785,462,1028,1376,2003,1757,1735,1908,1833
WDR74,412,406,270,148,185,196,200,131,178,274
SLC3A2,1443,1116,998,444,423,707,552,876,623,878
CHRM1,0,0,0,0,0,0,0,0,0,0
SLC22A6,0,0,0,0,0,0,0,0,0,0
SLC22A8,0,0,0,0,0,0,0,0,0,0
SLC22A24,0,0,0,0,0,0,0,0,0,0
SLC22A25,0,0,0,0,0,0,0,0,0,0
SLC22A10,0,0,0,0,0,0,0,0,0,0
SLC22A9,0,0,0,0,0,0,0,0,0,0
LGALS12,214,773,826,285,558,734,756,653,786,1394
ATL3,292,107,307,375,465,386,427,388,506,470
RTN3,21793,30606,24970,28500,26977,34626,44282,35068,36084,32129
MARK2,849,1653,933,10011,10198,12731,13106,12107,12680,13578
RCOR2,2,0,0,7,7,3,2,5,2,8
NAA40,49,4,10,85,87,120,104,177,82,192
COX8A,1888,2404,2793,632,763,1530,1017,1140,1826,1521
OTUB1,2817,4544,3492,1651,1860,2667,2285,2310,3013,2677
MACROD1,2,0,0,6,10,11,2,4,3,5
FLRT1,0,0,0,0,0,0,0,0,0,0
STIP1,402,453,709,557,683,857,679,680,627,1111
FERMT3,3183,6413,3652,8667,7274,11348,11329,11407,10833,10097
TRPT1,386,568,408,292,304,384,304,300,372,499
NUDT22,239,812,395,396,462,645,614,530,657,743
DNAJC4,280,697,353,536,635,813,781,603,857,840
VEGFB,11,89,9,34,40,55,35,29,54,83
FKBP2,335,487,490,136,108,189,177,123,160,226
PPP1R14B,278,171,81,152,137,148,131,93,254,146
PLCB3,64,20,28,189,192,288,203,233,155,298
BAD,612,1827,854,303,230,490,429,338,640,516
GPR137,61,98,49,382,525,479,533,455,630,738
KCNK4,0,0,0,0,0,0,0,0,0,0
ESRRA,485,414,163,922,878,1344,886,1077,1202,1241
TRMT112,2945,7475,5491,823,920,1512,1225,949,1792,1427
PRDX5,5993,15693,7218,2333,2166,3716,3067,2867,4152,2604
CCDC88B,2288,4397,734,15166,14478,15472,17372,17726,13268,10387
RPS6KA4,22,23,8,214,401,547,307,365,313,396
SLC22A11,0,0,0,0,0,0,0,0,0,0
SLC22A12,0,0,0,0,0,0,0,1,0,0
NRXN2,20,52,0,1,1,1,2,1,0,3
RASGRP2,1842,4868,1900,6309,6178,7236,7173,6575,8158,7550
PYGM,366,600,111,1108,1078,747,755,629,1294,718
SF1,3209,2967,1112,13537,13680,12915,12726,10600,11514,15130
MAP4K2,497,625,303,2425,2270,3427,2623,2939,2775,2963
MEN1,12,0,16,53,115,129,95,99,75,231
CDC42BPG,1,0,0,60,52,45,40,38,28,55
EHD1,2672,6212,2213,12477,13727,19057,24291,18426,17903,16070
ATG2A,1747,2710,860,7359,8082,9400,7960,9777,6874,9407
PPP2R5B,99,233,213,287,489,555,453,547,510,677
GPHA2,1,2,1,2,1,0,1,0,2,0
BATF2,862,324,898,513,1759,569,709,1017,1537,259
ARL2,48,94,77,8,21,40,13,23,61,40
SNX15,0,0,0,0,0,0,0,0,0,0
SAC3D1,0,0,0,8,12,16,9,4,8,9
NAALADL1,6,0,94,10,15,31,24,18,33,18
CDCA5,2,0,0,7,8,16,16,11,14,8
ZFPL1,644,812,565,818,880,1131,1077,1021,1345,1274
TMEM262,1,0,0,9,6,4,4,3,0,8
VPS51,208,689,160,428,477,1029,695,732,655,1067
TM7SF2,18,0,5,21,25,37,26,25,23,38
ZNHIT2,93,172,60,66,68,73,113,46,45,74
FAU,6326,10164,6453,4906,4852,6577,5490,4893,8388,5446
MRPL49,514,766,690,412,501,751,541,639,567,825
SYVN1,287,525,118,1787,2028,2682,1967,2202,1904,2748
SPDYC,0,0,1,1,0,1,0,0,2,0
CAPN1,861,1846,653,4226,3418,5984,6132,6380,5105,6117
POLA2,294,79,288,154,310,329,301,225,267,486
CDC42EP2,780,1132,919,1474,2943,4496,2320,3417,4844,6470
DPF2,2204,4251,3121,2588,3201,4602,3967,4143,3823,5141
TIGD3,352,711,478,666,838,1179,665,1375,1163,1536
SLC25A45,548,896,869,209,353,432,351,367,339,503
FRMD8,934,992,712,2918,2707,3696,2721,3656,2581,4089
SCYL1,1009,1705,867,3327,4090,5411,4319,5251,4415,5862
LTBP3,40,59,12,113,78,132,125,148,126,153
FAM89B,252,777,483,1942,2463,3476,3280,2923,4995,3626
EHBP1L1,517,751,298,17492,18068,18871,15995,17356,15903,21657
KCNK7,99,125,12,344,371,369,529,260,284,522
MAP3K11,1579,2789,711,7610,10614,11676,10548,12344,13051,12680
SIPA1,1913,4518,1128,11725,12773,18690,17390,17476,18540,18710
RELA,1552,1600,798,3928,5405,5491,5382,5138,4320,6183
KAT5,596,467,635,692,625,856,753,890,446,863
RNASEH2C,197,111,140,168,182,162,110,163,142,277
AP5B1,5198,4882,2493,19780,16520,19517,24059,19882,14877,16648
OVOL1,0,0,0,1,4,1,2,0,1,2
SNX32,3,107,0,22,13,5,4,1,1,2
CFL1,32146,56391,44723,26281,26715,34534,37124,33060,42977,31704
MUS81,168,501,338,449,569,614,651,738,621,710
EFEMP2,61,35,48,242,283,245,173,172,273,228
CTSW,106,44,114,67,89,131,15,25,59,185
FIBP,575,479,840,283,306,378,393,339,392,385
CCDC85B,34,99,56,82,81,133,96,50,126,126
FOSL1,52,58,60,68,54,62,70,5,10,21
C11orf68,473,513,275,955,932,1769,1401,1743,2452,1547
DRAP1,3580,3785,3996,1849,1839,1936,2268,1675,2695,1810
TSGA10IP,0,0,0,1,3,1,3,1,0,3
SART1,935,1273,649,2637,2325,2672,3773,3152,2795,2648
EIF1AD,1322,1164,885,555,688,813,599,733,555,913
BANF1,234,340,203,105,156,147,97,157,124,246
CST6,0,0,0,2,1,0,0,0,1,0
CATSPER1,59,118,27,47,45,69,40,40,36,30
GAL3ST3,0,0,0,0,0,1,0,0,0,0
SF3B2,3153,3724,3637,5514,7798,7290,8235,7776,5421,8545
PACS1,1400,2138,607,12098,12842,14918,17438,20395,14856,18586
KLC2,0,0,0,35,39,33,23,23,32,42
RAB1B,1369,2017,1723,6915,8630,11880,11095,11781,12143,14005
CNIH2,30,13,0,77,111,59,47,58,98,75
YIF1A,73,0,155,38,44,83,53,51,83,126
TMEM151A,0,0,0,0,0,0,0,0,0,0
CD248,0,0,0,1,4,0,1,0,0,3
RIN1,6,15,0,24,936,26,11,20,25,16
BRMS1,2354,4314,2617,1437,1561,1817,1574,1648,1935,1991
B4GAT1,0,0,0,2,7,6,0,1,0,3
SLC29A2,0,0,0,5,4,4,3,1,0,11
NPAS4,0,0,0,0,0,0,0,0,0,0
MRPL11,17,1,22,11,29,25,13,10,18,28
PELI3,0,3,9,15,22,32,17,22,12,50
DPP3,14,50,43,68,69,143,43,79,72,186
BBS1,35,0,75,148,147,265,169,199,179,397
ZDHHC24,15,0,39,42,58,98,67,86,70,133
ACTN3,0,0,0,0,0,1,0,0,0,0
CTSF,0,0,0,8,10,13,6,3,6,5
CCDC87,0,0,0,0,0,3,4,0,2,4
CCS,501,476,420,480,555,676,445,551,667,848
RBM14-RBM4,1,0,0,0,0,0,0,0,0,0
RBM14,233,171,238,456,591,840,599,704,630,1131
RBM4,1115,589,1058,737,1021,940,733,1014,655,1113
RBM4B,228,483,339,192,213,243,165,253,212,318
SPTBN2,0,0,0,3,2,1,1,2,2,3
C11orf80,40,9,53,21,16,26,24,22,29,50
RCE1,259,56,290,226,259,391,279,301,355,561
PC,0,0,0,1,2,4,1,0,2,2
LRFN4,2,0,10,4,14,8,4,0,0,17
C11orf86,0,0,0,0,0,0,0,0,0,0
SYT12,0,0,0,0,0,0,0,0,0,0
RHOD,0,0,0,0,0,1,0,0,0,0
KDM2A,2611,1974,1295,13625,14665,13886,16040,13392,9937,12962
ANKRD13D,4345,7828,3183,11601,12265,13719,13414,12815,17631,13713
SSH3,566,783,639,2507,2349,2482,2562,2823,2929,2460
POLD4,2448,3010,2470,1565,1855,1812,1824,1818,2842,2135
CLCF1,21,20,62,91,87,98,62,79,65,161
RAD9A,159,81,89,640,552,660,548,574,625,761
PPP1CA,7426,13418,11913,4312,4997,8331,7246,6987,8398,7633
TBC1D10C,3765,6325,3733,8839,7899,9566,10077,9031,13157,9488
CARNS1,0,0,0,10,12,9,5,5,5,13
RPS6KB2,561,1075,563,1210,1287,1700,1443,1328,1564,1821
PTPRCAP,134,434,106,91,192,302,171,170,279,363
CORO1B,473,626,460,884,1395,2091,1441,1988,2138,2421
GPR152,0,0,0,0,0,0,0,0,0,1
CABP4,3,6,2,1,3,12,6,2,5,4
TMEM134,165,357,451,94,131,197,173,149,182,327
AIP,1073,1943,1385,677,721,1136,825,992,1177,1155
PITPNM1,553,1473,282,3736,3859,5648,4562,5186,4560,5959
CDK2AP2,1167,2074,1548,647,586,784,835,829,1100,982
CABP2,0,0,0,0,0,0,0,0,0,0
GSTP1,487,316,682,89,288,290,125,127,282,620
NDUFV1,536,578,588,366,441,597,495,433,457,885
NUDT8,15,0,0,0,1,2,1,2,2,2
TBX10,0,0,0,0,0,0,0,0,0,0
ACY3,0,0,0,0,1,4,0,0,0,1
ALDH3B2,0,0,0,3,2,1,15,4,2,4
UNC93B1,329,390,518,5142,4825,6017,6560,5794,7909,6884
ALDH3B1,412,437,713,1183,1510,2223,2692,2514,2355,2059
NDUFS8,157,339,288,51,72,160,74,59,100,94
TCIRG1,11335,17694,6239,28503,31200,41071,37130,31963,40497,34662
CHKA,889,691,560,1232,1437,1074,1271,973,2003,926
C11orf24,17,0,52,27,32,59,44,37,35,91
LRP5,3,0,0,2,4,4,5,4,3,15
PPP6R3,4909,3064,5162,3250,3746,3406,3025,3317,2660,3560
GAL,0,4,0,0,0,1,0,0,0,0
CPT1A,156,169,174,1187,760,648,685,633,1061,1185
MRPL21,233,32,305,47,83,47,105,36,133,141
IGHMBP2,82,289,255,274,460,689,245,589,287,354
MRGPRD,0,0,0,0,0,0,0,0,0,0
MRGPRF,0,0,0,0,0,0,0,0,0,0
TPCN2,651,704,380,1486,1069,1345,1577,1798,1307,1070
MYEOV,3,0,0,4,6,0,0,0,0,2
CCND1,27,0,0,12,20,26,11,16,20,24
FGF19,0,0,0,0,0,0,0,0,0,0
FGF4,0,0,0,0,0,0,0,0,0,0
FGF3,0,0,0,0,0,0,0,0,0,0
ANO1,0,0,0,0,0,0,0,0,0,0
FADD,528,1600,840,572,387,1019,1035,1142,893,590
PPFIA1,1248,1722,834,2410,1939,3393,2845,3385,1706,2723
CTTN,241,36,591,42,66,9,3,4,10,9
SHANK2,0,0,0,0,0,1,0,0,0,2
DHCR7,37,107,69,37,53,64,62,29,36,75
NADSYN1,1174,1588,953,2884,2771,3382,2874,3119,2967,3661
KRTAP5-7,0,0,0,0,0,0,0,0,0,0
KRTAP5-8,0,0,0,0,0,0,1,0,0,3
